class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
pull up,pull up|num_30,train,73,11.0,731.0,numeric,data/pull up/pull up_300011.jpg,data/pull up/pull up_300051.jpg,data/pull up/pull up_300101.jpg,data/pull up/pull up_300151.jpg,data/pull up/pull up_300201.jpg,data/pull up/pull up_300251.jpg,data/pull up/pull up_300291.jpg,data/pull up/pull up_300341.jpg,data/pull up/pull up_300391.jpg,data/pull up/pull up_300441.jpg,data/pull up/pull up_300491.jpg,data/pull up/pull up_300531.jpg,data/pull up/pull up_300581.jpg,data/pull up/pull up_300631.jpg,data/pull up/pull up_300681.jpg,data/pull up/pull up_300731.jpg,13
pull up,pull up|num_40,train,34,201.0,531.0,numeric,data/pull up/pull up_400201.jpg,data/pull up/pull up_400221.jpg,data/pull up/pull up_400241.jpg,data/pull up/pull up_400261.jpg,data/pull up/pull up_400281.jpg,data/pull up/pull up_400311.jpg,data/pull up/pull up_400331.jpg,data/pull up/pull up_400351.jpg,data/pull up/pull up_400371.jpg,data/pull up/pull up_400391.jpg,data/pull up/pull up_400421.jpg,data/pull up/pull up_400441.jpg,data/pull up/pull up_400461.jpg,data/pull up/pull up_400481.jpg,data/pull up/pull up_400501.jpg,data/pull up/pull up_400531.jpg,13
pull up,pull up|num_50,train,15,1.0,141.0,numeric,data/pull up/pull up_500001.jpg,data/pull up/pull up_500011.jpg,data/pull up/pull up_500021.jpg,data/pull up/pull up_500031.jpg,data/pull up/pull up_500041.jpg,data/pull up/pull up_500051.jpg,data/pull up/pull up_500061.jpg,data/pull up/pull up_500071.jpg,data/pull up/pull up_500081.jpg,data/pull up/pull up_500091.jpg,data/pull up/pull up_500101.jpg,data/pull up/pull up_500111.jpg,data/pull up/pull up_500121.jpg,data/pull up/pull up_500131.jpg,data/pull up/pull up_500141.jpg,data/pull up/pull up_500141.jpg,13
pull up,pull up|num_60,val,31,1.0,301.0,numeric,data/pull up/pull up_600001.jpg,data/pull up/pull up_600021.jpg,data/pull up/pull up_600041.jpg,data/pull up/pull up_600061.jpg,data/pull up/pull up_600081.jpg,data/pull up/pull up_600101.jpg,data/pull up/pull up_600121.jpg,data/pull up/pull up_600141.jpg,data/pull up/pull up_600161.jpg,data/pull up/pull up_600181.jpg,data/pull up/pull up_600201.jpg,data/pull up/pull up_600221.jpg,data/pull up/pull up_600241.jpg,data/pull up/pull up_600261.jpg,data/pull up/pull up_600281.jpg,data/pull up/pull up_600301.jpg,13
pull up,pull up|num_70,train,27,1.0,261.0,numeric,data/pull up/pull up_700001.jpg,data/pull up/pull up_700011.jpg,data/pull up/pull up_700031.jpg,data/pull up/pull up_700051.jpg,data/pull up/pull up_700061.jpg,data/pull up/pull up_700081.jpg,data/pull up/pull up_700101.jpg,data/pull up/pull up_700121.jpg,data/pull up/pull up_700131.jpg,data/pull up/pull up_700151.jpg,data/pull up/pull up_700171.jpg,data/pull up/pull up_700191.jpg,data/pull up/pull up_700201.jpg,data/pull up/pull up_700221.jpg,data/pull up/pull up_700241.jpg,data/pull up/pull up_700261.jpg,13
pull up,pull up|num_80,train,14,1.0,131.0,numeric,data/pull up/pull up_800001.jpg,data/pull up/pull up_800011.jpg,data/pull up/pull up_800021.jpg,data/pull up/pull up_800031.jpg,data/pull up/pull up_800041.jpg,data/pull up/pull up_800051.jpg,data/pull up/pull up_800061.jpg,data/pull up/pull up_800071.jpg,data/pull up/pull up_800081.jpg,data/pull up/pull up_800091.jpg,data/pull up/pull up_800101.jpg,data/pull up/pull up_800111.jpg,data/pull up/pull up_800121.jpg,data/pull up/pull up_800131.jpg,data/pull up/pull up_800131.jpg,data/pull up/pull up_800131.jpg,13
pull up,pull up|num_90,train,37,1.0,361.0,numeric,data/pull up/pull up_900001.jpg,data/pull up/pull up_900021.jpg,data/pull up/pull up_900041.jpg,data/pull up/pull up_900071.jpg,data/pull up/pull up_900091.jpg,data/pull up/pull up_900121.jpg,data/pull up/pull up_900141.jpg,data/pull up/pull up_900161.jpg,data/pull up/pull up_900191.jpg,data/pull up/pull up_900211.jpg,data/pull up/pull up_900241.jpg,data/pull up/pull up_900261.jpg,data/pull up/pull up_900281.jpg,data/pull up/pull up_900311.jpg,data/pull up/pull up_900331.jpg,data/pull up/pull up_900361.jpg,13
push up,push up|g1,train,1,,,alpha_num,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,data/push up/push up_g1.jpg,14
push up,push up|g10,train,1,,,alpha_num,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,data/push up/push up_g10.jpg,14
push up,push up|g11,train,1,,,alpha_num,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,data/push up/push up_g11.jpg,14
push up,push up|g12,train,1,,,alpha_num,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,data/push up/push up_g12.jpg,14
push up,push up|g13,train,1,,,alpha_num,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,data/push up/push up_g13.jpg,14
push up,push up|g14,train,1,,,alpha_num,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,data/push up/push up_g14.jpg,14
push up,push up|g15,train,1,,,alpha_num,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,data/push up/push up_g15.jpg,14
push up,push up|g16,train,1,,,alpha_num,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,data/push up/push up_g16.jpg,14
push up,push up|g17,train,1,,,alpha_num,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,data/push up/push up_g17.jpg,14
push up,push up|g18,train,1,,,alpha_num,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,data/push up/push up_g18.jpg,14
push up,push up|g19,train,1,,,alpha_num,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,data/push up/push up_g19.jpg,14
push up,push up|g2,train,1,,,alpha_num,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,data/push up/push up_g2.jpg,14
push up,push up|g20,train,1,,,alpha_num,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,data/push up/push up_g20.jpg,14
push up,push up|g3,train,1,,,alpha_num,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,data/push up/push up_g3.jpg,14
push up,push up|g4,train,1,,,alpha_num,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,data/push up/push up_g4.jpg,14
push up,push up|g5,train,1,,,alpha_num,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,data/push up/push up_g5.jpg,14
push up,push up|g6,train,1,,,alpha_num,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,data/push up/push up_g6.jpg,14
push up,push up|g7,train,1,,,alpha_num,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,data/push up/push up_g7.jpg,14
push up,push up|g8,train,1,,,alpha_num,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,data/push up/push up_g8.jpg,14
push up,push up|g9,train,1,,,alpha_num,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,data/push up/push up_g9.jpg,14
push up,push up|num_10,train,14,1.0,131.0,numeric,data/push up/push up_100001.jpg,data/push up/push up_100011.jpg,data/push up/push up_100021.jpg,data/push up/push up_100031.jpg,data/push up/push up_100041.jpg,data/push up/push up_100051.jpg,data/push up/push up_100061.jpg,data/push up/push up_100071.jpg,data/push up/push up_100081.jpg,data/push up/push up_100091.jpg,data/push up/push up_100101.jpg,data/push up/push up_100111.jpg,data/push up/push up_100121.jpg,data/push up/push up_100131.jpg,data/push up/push up_100131.jpg,data/push up/push up_100131.jpg,14
push up,push up|num_100,train,15,1.0,141.0,numeric,data/push up/push up_1000001.jpg,data/push up/push up_1000011.jpg,data/push up/push up_1000021.jpg,data/push up/push up_1000031.jpg,data/push up/push up_1000041.jpg,data/push up/push up_1000051.jpg,data/push up/push up_1000061.jpg,data/push up/push up_1000071.jpg,data/push up/push up_1000081.jpg,data/push up/push up_1000091.jpg,data/push up/push up_1000101.jpg,data/push up/push up_1000111.jpg,data/push up/push up_1000121.jpg,data/push up/push up_1000131.jpg,data/push up/push up_1000141.jpg,data/push up/push up_1000141.jpg,14
push up,push up|num_140,val,14,1.0,131.0,numeric,data/push up/push up_1400001.jpg,data/push up/push up_1400011.jpg,data/push up/push up_1400021.jpg,data/push up/push up_1400031.jpg,data/push up/push up_1400041.jpg,data/push up/push up_1400051.jpg,data/push up/push up_1400061.jpg,data/push up/push up_1400071.jpg,data/push up/push up_1400081.jpg,data/push up/push up_1400091.jpg,data/push up/push up_1400101.jpg,data/push up/push up_1400111.jpg,data/push up/push up_1400121.jpg,data/push up/push up_1400131.jpg,data/push up/push up_1400131.jpg,data/push up/push up_1400131.jpg,14
push up,push up|num_150,train,8,1.0,71.0,numeric,data/push up/push up_1500001.jpg,data/push up/push up_1500011.jpg,data/push up/push up_1500021.jpg,data/push up/push up_1500031.jpg,data/push up/push up_1500041.jpg,data/push up/push up_1500051.jpg,data/push up/push up_1500061.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,data/push up/push up_1500071.jpg,14
push up,push up|num_160,train,14,1.0,131.0,numeric,data/push up/push up_1600001.jpg,data/push up/push up_1600011.jpg,data/push up/push up_1600021.jpg,data/push up/push up_1600031.jpg,data/push up/push up_1600041.jpg,data/push up/push up_1600051.jpg,data/push up/push up_1600061.jpg,data/push up/push up_1600071.jpg,data/push up/push up_1600081.jpg,data/push up/push up_1600091.jpg,data/push up/push up_1600101.jpg,data/push up/push up_1600111.jpg,data/push up/push up_1600121.jpg,data/push up/push up_1600131.jpg,data/push up/push up_1600131.jpg,data/push up/push up_1600131.jpg,14
push up,push up|num_170,train,9,1.0,81.0,numeric,data/push up/push up_1700001.jpg,data/push up/push up_1700011.jpg,data/push up/push up_1700021.jpg,data/push up/push up_1700031.jpg,data/push up/push up_1700041.jpg,data/push up/push up_1700051.jpg,data/push up/push up_1700061.jpg,data/push up/push up_1700071.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,data/push up/push up_1700081.jpg,14
push up,push up|num_180,train,7,1.0,61.0,numeric,data/push up/push up_1800001.jpg,data/push up/push up_1800011.jpg,data/push up/push up_1800021.jpg,data/push up/push up_1800031.jpg,data/push up/push up_1800041.jpg,data/push up/push up_1800051.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,data/push up/push up_1800061.jpg,14
push up,push up|num_190,val,15,1.0,141.0,numeric,data/push up/push up_1900001.jpg,data/push up/push up_1900011.jpg,data/push up/push up_1900021.jpg,data/push up/push up_1900031.jpg,data/push up/push up_1900041.jpg,data/push up/push up_1900051.jpg,data/push up/push up_1900061.jpg,data/push up/push up_1900071.jpg,data/push up/push up_1900081.jpg,data/push up/push up_1900091.jpg,data/push up/push up_1900101.jpg,data/push up/push up_1900111.jpg,data/push up/push up_1900121.jpg,data/push up/push up_1900131.jpg,data/push up/push up_1900141.jpg,data/push up/push up_1900141.jpg,14
push up,push up|num_20,train,15,1.0,141.0,numeric,data/push up/push up_200001.jpg,data/push up/push up_200011.jpg,data/push up/push up_200021.jpg,data/push up/push up_200031.jpg,data/push up/push up_200041.jpg,data/push up/push up_200051.jpg,data/push up/push up_200061.jpg,data/push up/push up_200071.jpg,data/push up/push up_200081.jpg,data/push up/push up_200091.jpg,data/push up/push up_200101.jpg,data/push up/push up_200111.jpg,data/push up/push up_200121.jpg,data/push up/push up_200131.jpg,data/push up/push up_200141.jpg,data/push up/push up_200141.jpg,14
push up,push up|num_200,train,15,1.0,141.0,numeric,data/push up/push up_2000001.jpg,data/push up/push up_2000011.jpg,data/push up/push up_2000021.jpg,data/push up/push up_2000031.jpg,data/push up/push up_2000041.jpg,data/push up/push up_2000051.jpg,data/push up/push up_2000061.jpg,data/push up/push up_2000071.jpg,data/push up/push up_2000081.jpg,data/push up/push up_2000091.jpg,data/push up/push up_2000101.jpg,data/push up/push up_2000111.jpg,data/push up/push up_2000121.jpg,data/push up/push up_2000131.jpg,data/push up/push up_2000141.jpg,data/push up/push up_2000141.jpg,14
push up,push up|num_230,train,10,1.0,91.0,numeric,data/push up/push up_2300001.jpg,data/push up/push up_2300011.jpg,data/push up/push up_2300021.jpg,data/push up/push up_2300031.jpg,data/push up/push up_2300041.jpg,data/push up/push up_2300051.jpg,data/push up/push up_2300061.jpg,data/push up/push up_2300071.jpg,data/push up/push up_2300081.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,data/push up/push up_2300091.jpg,14
push up,push up|num_250,train,9,1.0,81.0,numeric,data/push up/push up_2500001.jpg,data/push up/push up_2500011.jpg,data/push up/push up_2500021.jpg,data/push up/push up_2500031.jpg,data/push up/push up_2500041.jpg,data/push up/push up_2500051.jpg,data/push up/push up_2500061.jpg,data/push up/push up_2500071.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,data/push up/push up_2500081.jpg,14
push up,push up|num_30,test,14,1.0,131.0,numeric,data/push up/push up_300001.jpg,data/push up/push up_300011.jpg,data/push up/push up_300021.jpg,data/push up/push up_300031.jpg,data/push up/push up_300041.jpg,data/push up/push up_300051.jpg,data/push up/push up_300061.jpg,data/push up/push up_300071.jpg,data/push up/push up_300081.jpg,data/push up/push up_300091.jpg,data/push up/push up_300101.jpg,data/push up/push up_300111.jpg,data/push up/push up_300121.jpg,data/push up/push up_300131.jpg,data/push up/push up_300131.jpg,data/push up/push up_300131.jpg,14
push up,push up|num_310,val,15,1.0,141.0,numeric,data/push up/push up_3100001.jpg,data/push up/push up_3100011.jpg,data/push up/push up_3100021.jpg,data/push up/push up_3100031.jpg,data/push up/push up_3100041.jpg,data/push up/push up_3100051.jpg,data/push up/push up_3100061.jpg,data/push up/push up_3100071.jpg,data/push up/push up_3100081.jpg,data/push up/push up_3100091.jpg,data/push up/push up_3100101.jpg,data/push up/push up_3100111.jpg,data/push up/push up_3100121.jpg,data/push up/push up_3100131.jpg,data/push up/push up_3100141.jpg,data/push up/push up_3100141.jpg,14
push up,push up|num_320,train,15,1.0,141.0,numeric,data/push up/push up_3200001.jpg,data/push up/push up_3200011.jpg,data/push up/push up_3200021.jpg,data/push up/push up_3200031.jpg,data/push up/push up_3200041.jpg,data/push up/push up_3200051.jpg,data/push up/push up_3200061.jpg,data/push up/push up_3200071.jpg,data/push up/push up_3200081.jpg,data/push up/push up_3200091.jpg,data/push up/push up_3200101.jpg,data/push up/push up_3200111.jpg,data/push up/push up_3200121.jpg,data/push up/push up_3200131.jpg,data/push up/push up_3200141.jpg,data/push up/push up_3200141.jpg,14
push up,push up|num_330,train,14,1.0,131.0,numeric,data/push up/push up_3300001.jpg,data/push up/push up_3300011.jpg,data/push up/push up_3300021.jpg,data/push up/push up_3300031.jpg,data/push up/push up_3300041.jpg,data/push up/push up_3300051.jpg,data/push up/push up_3300061.jpg,data/push up/push up_3300071.jpg,data/push up/push up_3300081.jpg,data/push up/push up_3300091.jpg,data/push up/push up_3300101.jpg,data/push up/push up_3300111.jpg,data/push up/push up_3300121.jpg,data/push up/push up_3300131.jpg,data/push up/push up_3300131.jpg,data/push up/push up_3300131.jpg,14
push up,push up|num_360,train,15,1.0,141.0,numeric,data/push up/push up_3600001.jpg,data/push up/push up_3600011.jpg,data/push up/push up_3600021.jpg,data/push up/push up_3600031.jpg,data/push up/push up_3600041.jpg,data/push up/push up_3600051.jpg,data/push up/push up_3600061.jpg,data/push up/push up_3600071.jpg,data/push up/push up_3600081.jpg,data/push up/push up_3600091.jpg,data/push up/push up_3600101.jpg,data/push up/push up_3600111.jpg,data/push up/push up_3600121.jpg,data/push up/push up_3600131.jpg,data/push up/push up_3600141.jpg,data/push up/push up_3600141.jpg,14
push up,push up|num_370,train,15,1.0,141.0,numeric,data/push up/push up_3700001.jpg,data/push up/push up_3700011.jpg,data/push up/push up_3700021.jpg,data/push up/push up_3700031.jpg,data/push up/push up_3700041.jpg,data/push up/push up_3700051.jpg,data/push up/push up_3700061.jpg,data/push up/push up_3700071.jpg,data/push up/push up_3700081.jpg,data/push up/push up_3700091.jpg,data/push up/push up_3700101.jpg,data/push up/push up_3700111.jpg,data/push up/push up_3700121.jpg,data/push up/push up_3700131.jpg,data/push up/push up_3700141.jpg,data/push up/push up_3700141.jpg,14
push up,push up|num_390,train,14,1.0,131.0,numeric,data/push up/push up_3900001.jpg,data/push up/push up_3900011.jpg,data/push up/push up_3900021.jpg,data/push up/push up_3900031.jpg,data/push up/push up_3900041.jpg,data/push up/push up_3900051.jpg,data/push up/push up_3900061.jpg,data/push up/push up_3900071.jpg,data/push up/push up_3900081.jpg,data/push up/push up_3900091.jpg,data/push up/push up_3900101.jpg,data/push up/push up_3900111.jpg,data/push up/push up_3900121.jpg,data/push up/push up_3900131.jpg,data/push up/push up_3900131.jpg,data/push up/push up_3900131.jpg,14
push up,push up|num_40,train,15,1.0,141.0,numeric,data/push up/push up_400001.jpg,data/push up/push up_400011.jpg,data/push up/push up_400021.jpg,data/push up/push up_400031.jpg,data/push up/push up_400041.jpg,data/push up/push up_400051.jpg,data/push up/push up_400061.jpg,data/push up/push up_400071.jpg,data/push up/push up_400081.jpg,data/push up/push up_400091.jpg,data/push up/push up_400101.jpg,data/push up/push up_400111.jpg,data/push up/push up_400121.jpg,data/push up/push up_400131.jpg,data/push up/push up_400141.jpg,data/push up/push up_400141.jpg,14
push up,push up|num_410,train,11,1.0,101.0,numeric,data/push up/push up_4100001.jpg,data/push up/push up_4100011.jpg,data/push up/push up_4100021.jpg,data/push up/push up_4100031.jpg,data/push up/push up_4100041.jpg,data/push up/push up_4100051.jpg,data/push up/push up_4100061.jpg,data/push up/push up_4100071.jpg,data/push up/push up_4100081.jpg,data/push up/push up_4100091.jpg,data/push up/push up_4100101.jpg,data/push up/push up_4100101.jpg,data/push up/push up_4100101.jpg,data/push up/push up_4100101.jpg,data/push up/push up_4100101.jpg,data/push up/push up_4100101.jpg,14
push up,push up|num_490,train,15,1.0,141.0,numeric,data/push up/push up_4900001.jpg,data/push up/push up_4900011.jpg,data/push up/push up_4900021.jpg,data/push up/push up_4900031.jpg,data/push up/push up_4900041.jpg,data/push up/push up_4900051.jpg,data/push up/push up_4900061.jpg,data/push up/push up_4900071.jpg,data/push up/push up_4900081.jpg,data/push up/push up_4900091.jpg,data/push up/push up_4900101.jpg,data/push up/push up_4900111.jpg,data/push up/push up_4900121.jpg,data/push up/push up_4900131.jpg,data/push up/push up_4900141.jpg,data/push up/push up_4900141.jpg,14
push up,push up|num_500,val,14,1.0,131.0,numeric,data/push up/push up_5000001.jpg,data/push up/push up_5000011.jpg,data/push up/push up_5000021.jpg,data/push up/push up_5000031.jpg,data/push up/push up_5000041.jpg,data/push up/push up_5000051.jpg,data/push up/push up_5000061.jpg,data/push up/push up_5000071.jpg,data/push up/push up_5000081.jpg,data/push up/push up_5000091.jpg,data/push up/push up_5000101.jpg,data/push up/push up_5000111.jpg,data/push up/push up_5000121.jpg,data/push up/push up_5000131.jpg,data/push up/push up_5000131.jpg,data/push up/push up_5000131.jpg,14
